mine_id,name,source,deposit_type,rock_type,lat,lon,swir_b11_absorption,swir_b12_absorption,ndvi,land_surface_temp_c,rainfall_mm_weekly,soil_moisture,emag2_anomaly_nt,elevation_m,mn_grade_pct,ibm_ore_category,has_manganese
MN_068,Tambesra Deposit Banswara,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,23.35,74.45,0.756,0.689,0.249,34.8,45.8,0.2,422.5,315.0,28.0,Marketable_Saleable,1
WASTE_0110,Aravalli_Quartzite_Marble_6,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,27.4935,75.3689,0.366,0.313,0.572,29.1,91.5,0.481,151.2,480.0,0.3,Overburden_Waste,0
WASTE_0089,IndoGangetic_Alluvium_Barren_7,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,25.8565,79.5415,0.281,0.249,0.469,28.7,81.3,0.284,66.4,252.0,0.9,Overburden_Waste,0
WASTE_0128,Southern_Sedimentary_Barren_6,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,10.9129,78.1658,0.252,0.229,0.633,34.3,109.3,0.413,55.8,242.0,1.2,Overburden_Waste,0
MN_032_EXT,Yavatmal Deposit - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,20.3836,78.1046,0.721,0.645,0.269,34.0,41.4,0.227,406.9,378.0,24.2,Beneficiable_MR_Ore,1
WASTE_0104,IndoGangetic_Alluvium_Barren_22,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,27.3789,81.655,0.16,0.139,0.418,35.7,103.2,0.467,82.8,210.0,0.1,Overburden_Waste,0
MN_028,Nandgaon Deposit,MOIL_GSI_Official,Marketable_Direct,Braunite_Series,21.38,80.48,0.771,0.666,0.242,35.3,43.3,0.259,385.3,345.0,26.0,Marketable_Saleable,1
MN_054_EXT,Kumaraswamy Beneficiable Wing - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,15.0313,76.564,0.738,0.623,0.29,37.2,49.5,0.286,413.9,862.0,21.8,Beneficiable_MR_Ore,1
MN_026,Parseoni Low-Grade Outcrop,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Braunite,21.38,79.2,0.725,0.627,0.29,37.4,39.3,0.234,374.4,381.0,23.0,Beneficiable_MR_Ore,1
WASTE_0122,Aravalli_Quartzite_Marble_18,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,27.1405,73.7551,0.336,0.3,0.572,30.5,83.4,0.369,85.0,436.0,1.5,Overburden_Waste,0
WASTE_0035,Nagpur_Quartzite_Interbed_13,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.0978,78.9634,0.415,0.351,0.368,34.2,69.5,0.267,168.5,327.0,3.9,Overburden_Waste,0
WASTE_0114,Aravalli_Quartzite_Marble_10,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,25.9293,73.7911,0.328,0.308,0.387,35.1,72.7,0.385,109.4,435.0,2.8,Overburden_Waste,0
WASTE_0050,Balaghat_Laterite_Overburden_8,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.963,80.3724,0.448,0.394,0.527,32.1,57.3,0.42,233.3,420.0,8.1,Overburden_Waste,0
MN_008,Tirodi Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.6,79.7,0.835,0.763,0.269,35.8,41.8,0.215,559.0,399.0,43.5,Marketable_Saleable,1
WASTE_0068,Deccan_Basalt_WesternGhats_6,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,17.7759,73.9941,0.246,0.224,0.614,35.0,52.9,0.385,52.5,713.0,1.9,Overburden_Waste,0
WASTE_0048,Balaghat_Laterite_Overburden_6,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.6987,80.4208,0.504,0.431,0.626,30.0,91.6,0.388,246.1,453.0,7.9,Overburden_Waste,0
WASTE_0030,Nagpur_Quartzite_Interbed_8,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.2189,78.9217,0.355,0.302,0.516,30.4,64.8,0.384,117.9,413.0,2.5,Overburden_Waste,0
MN_030,Bramhapuri Zone,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,20.6,79.86,0.771,0.682,0.29,37.1,37.6,0.199,401.0,359.0,27.0,Marketable_Saleable,1
MN_025,Khapa Beneficiable Belt,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,21.365,78.98,0.685,0.619,0.245,34.4,33.6,0.235,351.1,370.0,21.0,Beneficiable_MR_Ore,1
WASTE_0096,IndoGangetic_Alluvium_Barren_14,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,26.4088,79.2974,0.278,0.243,0.625,31.4,58.9,0.425,114.0,244.0,1.4,Overburden_Waste,0
WASTE_0113,Aravalli_Quartzite_Marble_9,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,24.6507,73.2552,0.281,0.24,0.629,31.2,103.0,0.346,100.9,473.0,1.2,Overburden_Waste,0
MN_011_EXT,Dongri Buzurg - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.1544,79.229,0.814,0.729,0.321,33.5,35.6,0.263,536.3,389.0,41.6,Marketable_Saleable,1
WASTE_0021,Sausar_Calc_Silicate_Barren_21,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.8281,78.9813,0.489,0.453,0.473,34.7,102.5,0.356,141.2,407.0,2.5,Overburden_Waste,0
WASTE_0052,Balaghat_Laterite_Overburden_10,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.8007,80.36,0.447,0.396,0.457,34.3,76.6,0.252,221.6,381.0,7.3,Overburden_Waste,0
WASTE_0118,Aravalli_Quartzite_Marble_14,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,25.3112,75.9495,0.263,0.24,0.463,35.7,41.7,0.456,117.7,498.0,4.0,Overburden_Waste,0
WASTE_0010,Sausar_Calc_Silicate_Barren_10,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.7906,78.8638,0.438,0.385,0.442,33.6,50.1,0.452,134.0,343.0,5.3,Overburden_Waste,0
MN_066,Pani Deposit Gujarat,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,22.48,73.78,0.756,0.691,0.283,37.4,34.6,0.251,417.2,219.0,27.0,Marketable_Saleable,1
WASTE_0012,Sausar_Calc_Silicate_Barren_12,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.678,79.1951,0.447,0.368,0.415,33.3,64.5,0.445,189.0,414.0,7.1,Overburden_Waste,0
MN_050_EXT,Gua Low-Grade Horizon - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,22.2138,85.3687,0.693,0.623,0.261,34.0,48.4,0.28,359.0,466.0,15.7,Beneficiable_MR_Ore,1
MN_044_EXT,Keonjhar Main Belt - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.641,85.5723,0.77,0.676,0.305,34.1,36.8,0.25,436.0,460.0,28.9,Marketable_Saleable,1
WASTE_0075,Deccan_Basalt_WesternGhats_13,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,18.4135,75.9649,0.272,0.235,0.402,33.7,96.9,0.28,121.1,551.0,1.8,Overburden_Waste,0
MN_061_EXT,Srikakulam Block - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,18.3175,83.9084,0.76,0.672,0.322,36.5,36.5,0.28,439.2,91.0,26.3,Marketable_Saleable,1
WASTE_0140,Southern_Sedimentary_Barren_18,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,10.7009,79.8403,0.209,0.196,0.505,34.1,56.2,0.356,93.7,166.0,1.5,Overburden_Waste,0
MN_011,Dongri Buzurg,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.135,79.215,0.818,0.742,0.321,36.2,36.7,0.214,530.4,416.0,41.5,Marketable_Saleable,1
WASTE_0049,Balaghat_Laterite_Overburden_7,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,22.021,80.3099,0.521,0.468,0.631,28.3,47.4,0.29,214.5,468.0,3.3,Overburden_Waste,0
MN_036_EXT,Gumgaon Low-Grade South Fringe - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.0362,79.0805,0.684,0.617,0.347,36.8,38.1,0.224,402.2,448.0,17.9,Beneficiable_MR_Ore,1
MN_054,Kumaraswamy Beneficiable Wing,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,15.01,76.58,0.72,0.622,0.284,34.8,45.8,0.256,336.4,868.0,22.0,Beneficiable_MR_Ore,1
WASTE_0131,Southern_Sedimentary_Barren_9,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,10.5892,77.5212,0.282,0.247,0.423,32.0,86.0,0.273,145.8,156.0,0.4,Overburden_Waste,0
MN_052,Hospet Deposit,MOIL_GSI_Official,Marketable_Direct,Braunite_Series,15.27,76.39,0.749,0.675,0.324,36.6,35.0,0.192,409.2,525.0,26.0,Marketable_Saleable,1
