mine_id,name,source,deposit_type,rock_type,lat,lon,swir_b11_absorption,swir_b12_absorption,ndvi,land_surface_temp_c,rainfall_mm_weekly,soil_moisture,emag2_anomaly_nt,elevation_m,mn_grade_pct,ibm_ore_category,has_manganese,craton_province,commodity,label_confidence,region_group,source_url,is_synthetic
MN_036,Gumgaon Low-Grade South Fringe,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,21.035,79.085,0.64,0.562,0.254,34.7,36.0,0.202,306.4,432.0,16.5,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0121,Aravalli_Quartzite_Marble_17,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,25.1266,74.2905,0.274,0.226,0.605,29.7,84.3,0.392,115.8,477.0,3.5,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_033,Betul Block MP,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,21.92,77.9,0.78,0.696,0.244,36.8,40.8,0.196,445.6,473.0,29.0,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_023,Jamrapani Beneficiable Ore,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,21.92,80.16,0.735,0.658,0.311,36.8,33.3,0.225,362.0,399.0,24.0,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0085,IndoGangetic_Alluvium_Barren_3,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,28.4006,81.2883,0.223,0.195,0.531,35.1,68.3,0.432,79.1,235.0,0.6,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0017,Sausar_Calc_Silicate_Barren_17,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6611,78.9269,0.453,0.413,0.355,29.6,35.6,0.444,191.8,445.0,6.3,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_021,Miragpur Beneficiable Ore,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,21.68,79.82,0.709,0.646,0.297,37.1,42.3,0.246,354.9,374.0,23.5,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_062_EXT,Garbham Gondite Deposit - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,18.3504,83.4253,0.719,0.655,0.286,36.0,42.6,0.272,404.3,84.0,20.6,Beneficiable_MR_Ore,1,Eastern_Ghats,manganese,prototype_positive,Eastern_Ghats,,True
WASTE_0086,IndoGangetic_Alluvium_Barren_4,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,27.5833,81.4377,0.261,0.221,0.496,33.2,106.3,0.43,49.4,192.0,0.9,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0014,Sausar_Calc_Silicate_Barren_14,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.5819,78.7616,0.463,0.425,0.595,29.0,75.8,0.252,199.8,388.0,6.0,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_012_EXT,Sausar North Block - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.6523,78.7875,0.77,0.683,0.297,34.6,37.9,0.288,433.6,367.0,29.4,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0091,IndoGangetic_Alluvium_Barren_9,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,28.4951,82.3552,0.242,0.207,0.35,33.1,38.8,0.327,126.0,240.0,1.5,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0087,IndoGangetic_Alluvium_Barren_5,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,27.9539,80.797,0.247,0.204,0.364,29.1,55.8,0.541,72.6,202.0,0.5,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_041_EXT,Bolani Block - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,22.1421,85.3261,0.766,0.655,0.34,34.1,37.7,0.268,434.2,540.0,27.4,Marketable_Saleable,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
MN_020_EXT,Warora Belt Node - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Braunite_Series,20.2085,78.99,0.723,0.666,0.292,36.9,34.4,0.275,407.9,305.0,25.1,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0063,Deccan_Basalt_WesternGhats_1,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,19.7193,73.9177,0.286,0.249,0.549,35.7,77.0,0.531,129.0,457.0,1.3,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0115,Aravalli_Quartzite_Marble_11,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,26.2576,75.1867,0.214,0.193,0.591,32.4,74.0,0.293,148.5,477.0,1.2,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_024_EXT,Waraseoni Low-Grade Horizon - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.7724,80.0443,0.706,0.616,0.316,35.2,48.5,0.219,406.6,377.0,20.0,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_048,Kalimati Low-Grade Zone,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,22.25,85.65,0.657,0.585,0.258,35.0,44.5,0.191,283.0,315.0,17.5,Beneficiable_MR_Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
WASTE_0094,IndoGangetic_Alluvium_Barren_12,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,28.3832,82.4298,0.144,0.134,0.354,31.4,57.1,0.396,88.1,166.0,0.1,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0111,Aravalli_Quartzite_Marble_7,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,26.4756,75.6814,0.369,0.33,0.472,31.3,40.0,0.355,123.6,299.0,0.6,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0062,Balaghat_Laterite_Overburden_20,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.7235,80.4344,0.452,0.386,0.37,31.9,37.5,0.269,205.0,445.0,7.5,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0022,Sausar_Calc_Silicate_Barren_22,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.5066,79.1244,0.397,0.364,0.537,31.6,79.0,0.3,186.8,351.0,3.8,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_022_EXT,Netra Beneficiable Block - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.8555,80.1403,0.703,0.65,0.317,36.0,41.2,0.233,413.0,387.0,19.9,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0006,Sausar_Calc_Silicate_Barren_6,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.5463,79.1188,0.372,0.349,0.401,32.2,60.3,0.499,143.6,348.0,3.9,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0051,Balaghat_Laterite_Overburden_9,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.9444,80.4113,0.503,0.458,0.424,33.8,109.4,0.28,206.2,361.0,3.2,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0072,Deccan_Basalt_WesternGhats_10,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,17.606,74.0527,0.359,0.322,0.375,35.1,95.3,0.402,78.4,635.0,0.6,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_002_EXT,Ukwa Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.9507,80.0546,0.813,0.708,0.355,37.4,46.9,0.234,479.3,386.0,37.5,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_053_EXT,Subbarayanahalli Block - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,15.0409,76.4918,0.741,0.649,0.347,36.4,46.9,0.263,430.7,829.0,25.8,Marketable_Saleable,1,Dharwar,manganese,prototype_positive,Dharwar,,True
MN_027_EXT,Bharweli Fringe Beneficiable - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Braunite,21.8205,80.2157,0.724,0.673,0.355,36.4,43.8,0.243,435.6,428.0,24.7,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_067_EXT,Vadodara Champaner Fringe - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,22.3705,73.5478,0.686,0.62,0.32,34.7,45.1,0.279,386.1,207.0,18.5,Beneficiable_MR_Ore,1,Aravalli,manganese,prototype_positive,Aravalli,,True
MN_001_EXT,Balaghat Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.8218,80.1937,0.853,0.758,0.278,34.2,38.9,0.252,511.7,412.0,42.1,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0097,IndoGangetic_Alluvium_Barren_15,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,26.7249,81.5081,0.261,0.236,0.393,35.1,60.9,0.296,55.0,197.0,0.7,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_052_EXT,Hospet Deposit - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Braunite_Series,15.2476,76.3898,0.737,0.673,0.268,36.4,41.9,0.265,413.9,520.0,25.9,Marketable_Saleable,1,Dharwar,manganese,prototype_positive,Dharwar,,True
MN_025_EXT,Khapa Beneficiable Belt - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.3881,78.9737,0.724,0.619,0.261,37.4,34.7,0.281,411.8,368.0,19.6,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0024,Nagpur_Quartzite_Interbed_2,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1235,79.4927,0.325,0.293,0.558,35.9,44.6,0.281,148.5,389.0,2.7,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_041,Bolani Block,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,22.15,85.31,0.75,0.674,0.262,36.6,32.5,0.23,446.7,542.0,29.5,Marketable_Saleable,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
WASTE_0066,Deccan_Basalt_WesternGhats_4,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,19.1684,73.703,0.322,0.285,0.4,35.6,98.7,0.451,80.4,595.0,0.4,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_018,Junewani Deposit,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,21.78,79.92,0.793,0.724,0.306,35.9,40.6,0.219,483.7,405.0,33.0,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0112,Aravalli_Quartzite_Marble_8,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,24.833,75.8288,0.39,0.323,0.373,32.0,94.6,0.462,127.5,352.0,4.3,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_004_EXT,Kandri Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.2021,79.282,0.812,0.76,0.28,33.5,47.0,0.267,528.9,406.0,41.2,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0032,Nagpur_Quartzite_Interbed_10,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.2951,79.4208,0.445,0.407,0.402,33.6,61.0,0.543,117.3,354.0,2.2,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0059,Balaghat_Laterite_Overburden_17,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.7673,79.8183,0.423,0.389,0.632,30.1,67.2,0.512,211.8,393.0,4.0,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0117,Aravalli_Quartzite_Marble_13,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,24.6406,73.9666,0.341,0.283,0.572,30.5,42.6,0.358,70.4,339.0,3.8,Overburden_Waste,0,Aravalli,unknown_non_mn,synthetic_or_unverified,Aravalli,,True
MN_056,Donimalai North Beneficiable,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,15.06,76.61,0.683,0.592,0.242,37.0,32.3,0.251,318.5,903.0,19.0,Beneficiable_MR_Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
MN_046_EXT,Koira Block - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.927,85.235,0.74,0.659,0.355,35.0,38.3,0.262,454.5,549.0,27.7,Marketable_Saleable,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
MN_042_EXT,Bonai Deposit - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,22.015,84.9481,0.766,0.699,0.321,33.6,48.0,0.285,466.9,365.0,32.3,Marketable_Saleable,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
MN_065_EXT,Shivrajpur Belt - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,22.416,73.1869,0.755,0.701,0.349,34.4,37.4,0.212,447.4,188.0,29.6,Marketable_Saleable,1,Aravalli,manganese,prototype_positive,Aravalli,,True
MN_027,Bharweli Fringe Beneficiable,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Braunite,21.83,80.2,0.739,0.656,0.293,34.3,45.6,0.259,394.4,413.0,24.5,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_045_EXT,Tensa Deposit - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.8924,85.1757,0.755,0.654,0.267,36.5,37.4,0.282,424.2,572.0,24.3,Beneficiable_MR_Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
MN_005,Munsar / Mansar Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.15,79.25,0.818,0.717,0.272,34.4,44.1,0.234,486.6,394.0,38.5,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_007_EXT,Sitapatore Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.1109,79.1805,0.794,0.724,0.261,35.5,40.7,0.228,499.0,397.0,35.4,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_030_EXT,Bramhapuri Zone - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,20.606,79.8702,0.727,0.64,0.319,35.1,41.0,0.282,420.8,347.0,25.4,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_045,Tensa Deposit,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,21.91,85.18,0.762,0.666,0.292,36.2,32.2,0.236,396.2,594.0,26.5,Marketable_Saleable,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
MN_066_EXT,Pani Deposit Gujarat - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,22.4972,73.7931,0.735,0.649,0.322,36.7,41.7,0.219,452.8,199.0,27.0,Marketable_Saleable,1,Aravalli,manganese,prototype_positive,Aravalli,,True
MN_009_EXT,Parsoda Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Hematite_Gondite,21.1734,79.2866,0.804,0.7,0.292,34.2,34.7,0.257,504.3,400.0,36.5,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0027,Nagpur_Quartzite_Interbed_5,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.3474,79.2971,0.4,0.363,0.637,29.4,86.8,0.31,115.4,372.0,3.1,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_037,Joda West Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,22.015,85.425,0.823,0.732,0.291,35.0,42.8,0.203,506.3,521.0,37.5,Marketable_Saleable,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
WASTE_0135,Southern_Sedimentary_Barren_13,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,12.0858,80.1387,0.309,0.259,0.542,33.3,47.2,0.42,121.8,99.0,1.2,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_068,Tambesra Deposit Banswara,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,23.35,74.45,0.756,0.689,0.249,34.8,45.8,0.2,422.5,315.0,28.0,Marketable_Saleable,1,Aravalli,manganese,prototype_positive,Aravalli,,True
WASTE_0110,Aravalli_Quartzite_Marble_6,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,27.4935,75.3689,0.366,0.313,0.572,29.1,91.5,0.481,151.2,480.0,0.3,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0089,IndoGangetic_Alluvium_Barren_7,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,25.8565,79.5415,0.281,0.249,0.469,28.7,81.3,0.284,66.4,252.0,0.9,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0128,Southern_Sedimentary_Barren_6,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,10.9129,78.1658,0.252,0.229,0.633,34.3,109.3,0.413,55.8,242.0,1.2,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_032_EXT,Yavatmal Deposit - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Braunite_Series,20.3836,78.1046,0.721,0.645,0.269,34.0,41.4,0.227,406.9,378.0,24.2,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0104,IndoGangetic_Alluvium_Barren_22,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,27.3789,81.655,0.16,0.139,0.418,35.7,103.2,0.467,82.8,210.0,0.1,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_028,Nandgaon Deposit,MOIL_GSI_Official,Marketable_Direct,Braunite_Series,21.38,80.48,0.771,0.666,0.242,35.3,43.3,0.259,385.3,345.0,26.0,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_054_EXT,Kumaraswamy Beneficiable Wing - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,15.0313,76.564,0.738,0.623,0.29,37.2,49.5,0.286,413.9,862.0,21.8,Beneficiable_MR_Ore,1,Dharwar,manganese,prototype_positive,Dharwar,,True
MN_026,Parseoni Low-Grade Outcrop,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Braunite,21.38,79.2,0.725,0.627,0.29,37.4,39.3,0.234,374.4,381.0,23.0,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0122,Aravalli_Quartzite_Marble_18,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,27.1405,73.7551,0.336,0.3,0.572,30.5,83.4,0.369,85.0,436.0,1.5,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0035,Nagpur_Quartzite_Interbed_13,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.0978,78.9634,0.415,0.351,0.368,34.2,69.5,0.267,168.5,327.0,3.9,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0114,Aravalli_Quartzite_Marble_10,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,25.9293,73.7911,0.328,0.308,0.387,35.1,72.7,0.385,109.4,435.0,2.8,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0050,Balaghat_Laterite_Overburden_8,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.963,80.3724,0.448,0.394,0.527,32.1,57.3,0.42,233.3,420.0,8.1,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_008,Tirodi Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.6,79.7,0.835,0.763,0.269,35.8,41.8,0.215,559.0,399.0,43.5,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0068,Deccan_Basalt_WesternGhats_6,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,17.7759,73.9941,0.246,0.224,0.614,35.0,52.9,0.385,52.5,713.0,1.9,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0048,Balaghat_Laterite_Overburden_6,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.6987,80.4208,0.504,0.431,0.626,30.0,91.6,0.388,246.1,453.0,7.9,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0030,Nagpur_Quartzite_Interbed_8,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.2189,78.9217,0.355,0.302,0.516,30.4,64.8,0.384,117.9,413.0,2.5,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_030,Bramhapuri Zone,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,20.6,79.86,0.771,0.682,0.29,37.1,37.6,0.199,401.0,359.0,27.0,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
MN_025,Khapa Beneficiable Belt,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,21.365,78.98,0.685,0.619,0.245,34.4,33.6,0.235,351.1,370.0,21.0,Beneficiable_MR_Ore,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0096,IndoGangetic_Alluvium_Barren_14,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,26.4088,79.2974,0.278,0.243,0.625,31.4,58.9,0.425,114.0,244.0,1.4,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0113,Aravalli_Quartzite_Marble_9,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,24.6507,73.2552,0.281,0.24,0.629,31.2,103.0,0.346,100.9,473.0,1.2,Overburden_Waste,0,Aravalli,unknown_non_mn,synthetic_or_unverified,Aravalli,,True
MN_011_EXT,Dongri Buzurg - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.1544,79.229,0.814,0.729,0.321,33.5,35.6,0.263,536.3,389.0,41.6,Marketable_Saleable,1,CITZ_Sausar,manganese,prototype_positive,CITZ_Sausar,,True
WASTE_0021,Sausar_Calc_Silicate_Barren_21,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.8281,78.9813,0.489,0.453,0.473,34.7,102.5,0.356,141.2,407.0,2.5,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0052,Balaghat_Laterite_Overburden_10,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.8007,80.36,0.447,0.396,0.457,34.3,76.6,0.252,221.6,381.0,7.3,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
WASTE_0118,Aravalli_Quartzite_Marble_14,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,25.3112,75.9495,0.263,0.24,0.463,35.7,41.7,0.456,117.7,498.0,4.0,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
WASTE_0010,Sausar_Calc_Silicate_Barren_10,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.7906,78.8638,0.438,0.385,0.442,33.6,50.1,0.452,134.0,343.0,5.3,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_066,Pani Deposit Gujarat,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,22.48,73.78,0.756,0.691,0.283,37.4,34.6,0.251,417.2,219.0,27.0,Marketable_Saleable,1,Aravalli,manganese,prototype_positive,Aravalli,,True
WASTE_0012,Sausar_Calc_Silicate_Barren_12,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.678,79.1951,0.447,0.368,0.415,33.3,64.5,0.445,189.0,414.0,7.1,Overburden_Waste,0,CITZ_Sausar,unknown_non_mn,synthetic_or_unverified,CITZ_Sausar,,True
MN_050_EXT,Gua Low-Grade Horizon - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,22.2138,85.3687,0.693,0.623,0.261,34.0,48.4,0.28,359.0,466.0,15.7,Beneficiable_MR_Ore,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
MN_044_EXT,Keonjhar Main Belt - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.641,85.5723,0.77,0.676,0.305,34.1,36.8,0.25,436.0,460.0,28.9,Marketable_Saleable,1,Singhbhum,manganese,prototype_positive,Singhbhum,,True
WASTE_0075,Deccan_Basalt_WesternGhats_13,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,18.4135,75.9649,0.272,0.235,0.402,33.7,96.9,0.28,121.1,551.0,1.8,Overburden_Waste,0,Peninsular_Barren,unknown_non_mn,synthetic_or_unverified,Peninsular_Barren,,True
MN_061_EXT,Srikakulam Block - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,18.3175,83.9084,0.76,0.672,0.322,36.5,36.5,0.28,439.2,91.0,26.3,Marketable_Saleable,1,Eastern_Ghats,manganese,prototype_positive,Eastern_Ghats,,True
